cid	kmname	str
902	egd	Esophagoscopy Gastroscopy And/Or Duodenoscopy
902	egd	esophagoscopy gastroscopy and or duodenoscopy
902	egd	esophagoscopy gastroscopy duodenoscopy
902	egd	egd
902	egd	egd
903	colonoscopy	colonoscopy
903	colonoscopy	colonoscopy
904	sigmoidoscopy	sigmoidoscopy
904	sigmoidoscopy	sigmoidoscopy
905	anoscopy	anoscopy
905	anoscopy	anoscopy
906	peritoneoscopy	peritoneoscopy
906	peritoneoscopy	peritoneoscopy
907	cystoscopy_and_cystometrogram	cystoscopy and cystometrogram
907	cystoscopy_and_cystometrogram	cystoscopy cystometrogram
907	cystoscopy_and_cystometrogram	cystoscopy_and_cystometrogram
908	culdoscopy_and_culdocentesis	culdoscopy and culdocentesis
908	culdoscopy_and_culdocentesis	culdoscopy culdocentesis
908	culdoscopy_and_culdocentesis	culdoscopy_and_culdocentesis
909	culposcopy	culposcopy
909	culposcopy	culposcopy
910	arthroscopy	arthroscopy
910	arthroscopy	arthroscopy
911	psychological_data	psychological data
911	psychological_data	psychological testing
911	psychological_data	psychological test
911	psychological_data	Psychological/Educational Testing
911	psychological_data	psychological educational test
911	psychological_data	psychological_data
912	educational_testing	educational_testing
912	educational_testing	educational testing
912	educational_testing	educational test
913	developmental_testing	DEVELOPMENTAL ASSESSMENT/RATING SCALES
913	developmental_testing	developmental assessment rating scale
913	developmental_testing	developmental testing
913	developmental_testing	developmental test
913	developmental_testing	developmental_testing
914	functional_assessment	FUNCTIONAL ASSESSMENT/DISCOMFORT ASSESSMENT
914	functional_assessment	functional assessment discomfort assessment
914	functional_assessment	functional_assessment
914	functional_assessment	functional assessment
915	pathologic_data	biopsies
915	pathologic_data	biopsy
915	pathologic_data	pathologic_data
915	pathologic_data	Biopsies and/or Histopathological Studies
915	pathologic_data	biopsy and or histopathological study
915	pathologic_data	biopsy histopathological study
915	pathologic_data	pathologic data
916	biopsy_nervous_system	biopsy nervous system
916	biopsy_nervous_system	biopsy_nervous_system
917	brain_biopsy	brain_biopsy
917	brain_biopsy	brain biopsy
918	peripheral_nerve_biopsy	peripheral_nerve_biopsy
918	peripheral_nerve_biopsy	peripheral nerve biopsy
919	respiratory_tract_histopathological_studies	respiratory_tract_histopathological_studies
919	respiratory_tract_histopathological_studies	respiratory tract histopathological studies
919	respiratory_tract_histopathological_studies	respiratory tract histopathological study
920	oropharynx_biopsy	oropharynx biopsy
920	oropharynx_biopsy	oropharynx_biopsy
921	upper_respiratory_tract_biopsy	upper respiratory tract biopsy
921	upper_respiratory_tract_biopsy	upper_respiratory_tract_biopsy
922	bronchial_aspirates	Bronchial Washings Or Brush Biopsy
922	bronchial_aspirates	bronchial washings or brush biopsy
922	bronchial_aspirates	bronchial washings brush biopsy
922	bronchial_aspirates	bronchial_aspirates
922	bronchial_aspirates	bronchial aspirates
922	bronchial_aspirates	bronchial aspirate
923	lung_biopsy	lung biopsy
923	lung_biopsy	lung_biopsy
924	endobronchial_or_transbronchial_biopsy	endobronchial_or_transbronchial_biopsy
924	endobronchial_or_transbronchial_biopsy	wang biopsy
924	endobronchial_or_transbronchial_biopsy	endobronchial or transbronchial biopsy
924	endobronchial_or_transbronchial_biopsy	endobronchial transbronchial biopsy
925	open_lung_biopsy	open_lung_biopsy
925	open_lung_biopsy	open lung biopsy
926	pleura_biopsy	pleura biopsy
926	pleura_biopsy	pleura_biopsy
927	breast_biopsy_aspirate	breast_biopsy_aspirate
927	breast_biopsy_aspirate	breast biopsy aspirate
928	pituitary_biopsy	pituitary biopsy
928	pituitary_biopsy	pituitary_biopsy
929	thyroid_biopsy	thyroid biopsy
929	thyroid_biopsy	thyroid_biopsy
930	parathyroid_biospy	parathyroid biospy
930	parathyroid_biospy	parathyroid_biospy
931	adrenal_biopsy	adrenal biopsy
931	adrenal_biopsy	adrenal_biopsy
932	gonadal_biopsy	gonadal biopsy
932	gonadal_biopsy	gonadal_biopsy
933	myocardial_biopsy	myocardial biopsy
933	myocardial_biopsy	myocardial_biopsy
934	pericardial_biopsy	pericardial_biopsy
934	pericardial_biopsy	pericardial biopsy
935	blood_vessel_biopsy	blood vessel biopsy
935	blood_vessel_biopsy	blood_vessel_biopsy
936	esophagus_biopsy	esophagus biopsy
936	esophagus_biopsy	esophagus_biopsy
937	stomach_biopsy	stomach_biopsy
937	stomach_biopsy	stomach biopsy
938	si_biopsy	si biopsy
938	si_biopsy	Duodenum or Small Intestine Biopsy
938	si_biopsy	duodenum or small intestine biopsy
938	si_biopsy	duodenum small intestine biopsy
938	si_biopsy	si_biopsy
939	colon_biopsy	colon biopsy
939	colon_biopsy	colon_biopsy
940	rectal_biopsy	rectal biopsy
940	rectal_biopsy	rectal_biopsy
940	rectal_biopsy	Rectum or Anus Biopsy
940	rectal_biopsy	rectum or anus biopsy
940	rectal_biopsy	rectum anus biopsy
941	liver_biopsy	liver_biopsy
941	liver_biopsy	liver biopsy
941	liver_biopsy	Liver Biopsy or Aspirate
941	liver_biopsy	liver biopsy or aspirate
941	liver_biopsy	liver biopsy aspirate
942	pancreas_biospy	pancreas biospy
942	pancreas_biospy	pancreas_biospy
943	peritoneum_biopsy	peritoneum_biopsy
943	peritoneum_biopsy	peritoneum biopsy
944	kidney_biopsy	kidney_biopsy
944	kidney_biopsy	kidney biopsy
945	ureter_or_urinary_bladder_biopsy	ureter_or_urinary_bladder_biopsy
945	ureter_or_urinary_bladder_biopsy	ureter or urinary bladder biopsy
945	ureter_or_urinary_bladder_biopsy	ureter urinary bladder biopsy
946	uterine_biopsy	Uterus Biopsy or Curettage
946	uterine_biopsy	uterus biopsy or curettage
946	uterine_biopsy	uterus biopsy curettage
946	uterine_biopsy	uterine_biopsy
946	uterine_biopsy	uterine biopsy
947	prostate_biopsy	Prostate Biopsy or Aspirate
947	prostate_biopsy	prostate biopsy or aspirate
947	prostate_biopsy	prostate biopsy aspirate
947	prostate_biopsy	prostate biopsy
947	prostate_biopsy	prostate_biopsy
948	hematopoetic_and_reticuloendothelial_histopatholog	hematopoetic and reticuloendothelial histopathological studies
948	hematopoetic_and_reticuloendothelial_histopatholog	hematopoetic and reticuloendothelial histopathological study
948	hematopoetic_and_reticuloendothelial_histopatholog	hematopoetic reticuloendothelial histopathological study
948	hematopoetic_and_reticuloendothelial_histopatholog	hematopoetic_and_reticuloendothelial_histopathological_studies
948	hematopoetic_and_reticuloendothelial_histopatholog	hematopoetic_and_reticuloendothelial_histopatholog
949	bone_marrow_biopsy	BMBx
949	bone_marrow_biopsy	bmbx
949	bone_marrow_biopsy	BM biopsy
949	bone_marrow_biopsy	bm biopsy
949	bone_marrow_biopsy	bone marrow biopsy
949	bone_marrow_biopsy	bone_marrow_biopsy
950	bone_marrow_aspirate_and_biopsy_routine_studies	bone marrow aspirate and biopsy routine studies
950	bone_marrow_aspirate_and_biopsy_routine_studies	bone marrow aspirate and biopsy routine study
950	bone_marrow_aspirate_and_biopsy_routine_studies	bone marrow aspirate biopsy routine study
950	bone_marrow_aspirate_and_biopsy_routine_studies	bone_marrow_aspirate_and_biopsy_routine_studies
951	bone_marrow_microbiological_studies	bone marrow microbiological studies
951	bone_marrow_microbiological_studies	bone marrow microbiological study
951	bone_marrow_microbiological_studies	bone_marrow_microbiological_studies
952	bone_marrow_special_studies	bone marrow special studies
952	bone_marrow_special_studies	bone marrow special study
952	bone_marrow_special_studies	bone_marrow_special_studies
953	lymph_node_biopsy	lymph_node_biopsy
953	lymph_node_biopsy	Lymph Node Biopsy or Aspirate
953	lymph_node_biopsy	lymph node biopsy or aspirate
953	lymph_node_biopsy	lymph node biopsy aspirate
953	lymph_node_biopsy	lymph node biopsy
954	splenic_biopsy	splenic_biopsy
954	splenic_biopsy	Splenic Aspirate or Biopsy
954	splenic_biopsy	splenic aspirate or biopsy
954	splenic_biopsy	splenic aspirate biopsy
954	splenic_biopsy	splenic biopsy
955	skin_biopsy	skin_biopsy
955	skin_biopsy	skin biopsy
956	musculoskeletal_histopathological_studies	musculoskeletal histopathological studies
956	musculoskeletal_histopathological_studies	musculoskeletal histopathological study
956	musculoskeletal_histopathological_studies	musculoskeletal_histopathological_studies
957	skin-to-muscle_biopsy	skin-to-muscle biopsy
957	skin-to-muscle_biopsy	skin to muscle biopsy
957	skin-to-muscle_biopsy	skin muscle biopsy
957	skin-to-muscle_biopsy	skin-to-muscle_biopsy
957	skin-to-muscle_biopsy	skin to muscle_biopsy
957	skin-to-muscle_biopsy	skin muscle_biopsy
958	muscle_biopsy	muscle_biopsy
958	muscle_biopsy	muscle biopsy
959	bone_biopsy	bone biopsy
959	bone_biopsy	bone_biopsy
960	synovium_biopsy	synovium_biopsy
960	synovium_biopsy	synovium biopsy
961	orders	order
961	orders	orders
961	orders	order
961	orders	orders
962	instructions	instructions
962	instructions	instruction
962	instructions	instructions
963	discharge_instructions	discharge instructions
963	discharge_instructions	discharge instruction
963	discharge_instructions	discharge_instructions
964	activity	activity
964	activity	activity
965	discharge_activity	discharge activity
965	discharge_activity	discharge_activity
966	follow_up	followup
966	follow_up	followup care plan
966	follow_up	follow up
966	follow_up	followup appointments
966	follow_up	followup appointment
966	follow_up	return to clinic
966	follow_up	return clinic
966	follow_up	rtc
966	follow_up	followup instructions
966	follow_up	followup instruction
966	follow_up	follow-up appointments; arrangements for care
966	follow_up	follow up appointment arrangement for care
966	follow_up	follow up appointment arrangement care
966	follow_up	follow_up
966	follow_up	follow-up
966	follow_up	follow up
966	follow_up	follow up appointment
967	discharge_followup	discharge followup plans
967	discharge_followup	discharge followup plan
967	discharge_followup	discharge plans and follow-up
967	discharge_followup	discharge plan and follow up
967	discharge_followup	discharge plan follow up
967	discharge_followup	discharge planning
967	discharge_followup	discharge plan
967	discharge_followup	discharge followup
967	discharge_followup	discharge_followup
967	discharge_followup	follow up at discharge
967	discharge_followup	follow up discharge
967	discharge_followup	discharge plan
967	discharge_followup	discharge follow-up
967	discharge_followup	followup plan
968	functional_status	functional status
968	functional_status	history of functional status
968	functional_status	history functional status
968	functional_status	functional_status
969	problem_list	problem
969	problem_list	problem list
969	problem_list	problems
969	problem_list	problem
969	problem_list	problem_list
969	problem_list	significant problems
969	problem_list	significant problem
970	discharge_problem_list	discharge_problem_list
970	discharge_problem_list	discharge problem list
971	ed_problem	ed problem
971	ed_problem	ed_problem
972	health_status	health status
972	health_status	health_status
973	assessment_and_plan	impression/recommendations
973	assessment_and_plan	impression recommendation
973	assessment_and_plan	a/p
973	assessment_and_plan	a p
973	assessment_and_plan	impression and recommendation
973	assessment_and_plan	impression recommendation
973	assessment_and_plan	impression/plan
973	assessment_and_plan	impression plan
973	assessment_and_plan	plan and discussion
973	assessment_and_plan	plan discussion
973	assessment_and_plan	assessment_and_plan
973	assessment_and_plan	impression and recommendations
973	assessment_and_plan	impression and recommendation
973	assessment_and_plan	impression recommendation
973	assessment_and_plan	assessment and recommendations
973	assessment_and_plan	assessment and recommendation
973	assessment_and_plan	assessment recommendation
973	assessment_and_plan	impression and plan
973	assessment_and_plan	impression plan
973	assessment_and_plan	a&p
973	assessment_and_plan	a p
973	assessment_and_plan	assessment and plan
973	assessment_and_plan	assessment plan
973	assessment_and_plan	assessment/plan
973	assessment_and_plan	assessment plan
973	assessment_and_plan	clinical comments
973	assessment_and_plan	clinical comment
973	assessment_and_plan	impression and plans
973	assessment_and_plan	impression and plan
973	assessment_and_plan	impression plan
974	summary	discussion
974	summary	summary of the cardiopulmonary bypass
974	summary	summary cardiopulmonary bypass
974	summary	summary of cardiopulmonary bypass
974	summary	summary cardiopulmonary bypass
974	summary	summary
974	summary	summary
975	assessment	a
975	assessment	clinical impression
975	assessment	assessment
975	assessment	impression
975	assessment	interpretation
975	assessment	assessment
975	assessment	initial impression
976	analysis	analysis of identified problems
976	analysis	analysis of identify problem
976	analysis	analysis identify problem
976	analysis	analysis of admitting problems
976	analysis	analysis of admit problem
976	analysis	analysis admit problem
976	analysis	analysis
976	analysis	analysis of problem
976	analysis	analysis problem
976	analysis	analysis
977	plan	plan/recommendations
977	plan	plan recommendation
977	plan	recommendations and treatment plan
977	plan	recommendation and treatment plan
977	plan	recommendation treatment plan
977	plan	p
977	plan	post cardioversion plans
977	plan	post cardioversion plan
977	plan	Therapeutic Plans
977	plan	therapeutic plan
977	plan	recommendation
977	plan	Plan/suggestions/disposition
977	plan	plan suggestion disposition
977	plan	plan
977	plan	recommendations
977	plan	recommendation
977	plan	plan and recommendations
977	plan	plan and recommendation
977	plan	plan recommendation
977	plan	plans
977	plan	plan
977	plan	recommendations/plan
977	plan	recommendation plan
977	plan	recs
977	plan	rec
977	plan	plan
977	plan	TO DO/PLAN
977	plan	to do plan
977	plan	to do
978	treatment_goals	PRELIMINARY TREATMENT FOCI AND INITAL GOALS
978	treatment_goals	preliminary treatment focus and inital goal
978	treatment_goals	preliminary treatment focus inital goal
978	treatment_goals	treatment_goals
978	treatment_goals	treatment goals
978	treatment_goals	treatment goal
978	treatment_goals	goals
978	treatment_goals	goal
979	patient_education	Information received by patient
979	patient_education	information receive by patient
979	patient_education	information receive patient
979	patient_education	patient_education
979	patient_education	Counseling/Education
979	patient_education	counsel education
979	patient_education	Discussed with patient
979	patient_education	discuss with patient
979	patient_education	discuss patient
979	patient_education	patient education
979	patient_education	counseled patient
979	patient_education	counsel patient
979	patient_education	INFORMATION DISCUSSED WITH PATIENT
979	patient_education	information discuss with patient
979	patient_education	information discuss patient
979	patient_education	PATIENT COUNSELING
979	patient_education	patient counsel
980	plan_by_type	plan_by_type
980	plan_by_type	plan by type
980	plan_by_type	plan type
981	diagnostic_plan_workup	diagnostic_plan_workup
981	diagnostic_plan_workup	diagnostic_plan_workup
981	diagnostic_plan_workup	diagnostic plan, workup
981	diagnostic_plan_workup	diagnostic plan workup
982	therapeutic_plan	therapeutic plan
982	therapeutic_plan	therapeutic_plan
982	therapeutic_plan	therapeutic
983	anesthesia_plan	anesthesia
983	anesthesia_plan	anesthesia_plan
983	anesthesia_plan	anesthesia plan
984	wound_care_plan	wound_care_plan
984	wound_care_plan	wound
984	wound_care_plan	wound care plan
984	wound_care_plan	wound care
985	prophylaxis_plan	prophylaxis
985	prophylaxis_plan	proph
985	prophylaxis_plan	prophylaxis plan
985	prophylaxis_plan	prophylaxis_plan
985	prophylaxis_plan	prophy
986	health_maintenance_plan	health_maintenance_plan
986	health_maintenance_plan	health maintenance plan
986	health_maintenance_plan	preventive care
986	health_maintenance_plan	health maintenance
986	health_maintenance_plan	health maint
987	disposition_plan	dispo
987	disposition_plan	disposition_plan
987	disposition_plan	disp
987	disposition_plan	disposition
987	disposition_plan	disposition plan
988	transplant_plan	transplant plan
988	transplant_plan	transplant_plan
988	transplant_plan	transplant
989	renal_transplant_plan	renal transplant plan
989	renal_transplant_plan	renal transplant
989	renal_transplant_plan	kidney transplant
989	renal_transplant_plan	renal_transplant_plan
990	heart_transplant_plan	heart transplant
990	heart_transplant_plan	cardiac transplant
990	heart_transplant_plan	heart_transplant_plan
990	heart_transplant_plan	heart transplant plan
991	liver_transplant_plan	liver transplant plan
991	liver_transplant_plan	liver_transplant_plan
991	liver_transplant_plan	liver transplant
992	pancreas_transplant_plan	pancreas transplant plan
992	pancreas_transplant_plan	pancreas transplant
992	pancreas_transplant_plan	pancreas_transplant_plan
993	plan_by_system	plan by system
993	plan_by_system	plan system
993	plan_by_system	plan_by_system
994	general_plan	general_plan
994	general_plan	gen
994	general_plan	general
994	general_plan	general plan
995	skin_plan	integ
995	skin_plan	skin_plan
995	skin_plan	integumentary
995	skin_plan	dermatologic
995	skin_plan	skin
995	skin_plan	derm
995	skin_plan	skin plan
995	skin_plan	skin/dermatologic
995	skin_plan	skin dermatologic
995	skin_plan	integument
996	heent_plan	heent_plan
996	heent_plan	heent/neck
996	heent_plan	heent neck
996	heent_plan	heent
996	heent_plan	heent plan
996	heent_plan	hent
996	heent_plan	head eyes ears nose and throat
996	heent_plan	head eye ear nose and throat
996	heent_plan	head eye ear nose throat
997	head_neck_plan	head neck
997	head_neck_plan	head_neck_plan
997	head_neck_plan	head neck plan
997	head_neck_plan	head & neck
997	head_neck_plan	head neck
997	head_neck_plan	head/neck
997	head_neck_plan	head neck
997	head_neck_plan	head and neck
997	head_neck_plan	head neck
998	head_plan	head plan
998	head_plan	head_plan
998	head_plan	head
999	neck_plan	neck plan
999	neck_plan	neck
999	neck_plan	neck_plan
1000	ent_plan	ent
1000	ent_plan	ent plan
1000	ent_plan	ent_plan
1001	ears_plan	ear
1001	ears_plan	ears
1001	ears_plan	ear
1001	ears_plan	ears_plan
1001	ears_plan	ears plan
1001	ears_plan	ear plan
1002	nose_plan	nose_plan
1002	nose_plan	nose plan
1002	nose_plan	nose
1003	throat_plan	throat plan
1003	throat_plan	throat_plan
1003	throat_plan	throat
1004	ophthalmologic_plan	ophtalmologic
1004	ophthalmologic_plan	eye
1004	ophthalmologic_plan	eyes exam
1004	ophthalmologic_plan	eye exam
1004	ophthalmologic_plan	ophthalmologic plan
1004	ophthalmologic_plan	ophtho
1004	ophthalmologic_plan	ophthalmologic
1004	ophthalmologic_plan	ophthalmologic_plan
1005	face_plan	face_plan
1005	face_plan	face plan
1005	face_plan	face
1006	lypmhatic_plan	lypmhatic plan
1006	lypmhatic_plan	lypmhatic_plan
1006	lypmhatic_plan	Lymphatic System Symptoms
1006	lypmhatic_plan	lymphatic system symptom
1006	lypmhatic_plan	lymphatic
1006	lypmhatic_plan	lymp
1006	lypmhatic_plan	lypmhatic
1006	lypmhatic_plan	lymph
1007	hematology_plan	hematology
1007	hematology_plan	heme
1007	hematology_plan	hematology_plan
1007	hematology_plan	hematologic
1007	hematology_plan	Hematopoeitic System Symptoms
1007	hematology_plan	hematopoeitic system symptom
1007	hematology_plan	hematology plan
1008	clotting_plan	Clotting Abnormality or Bleeding Disorder History
1008	clotting_plan	clot abnormality or bleeding disorder history
1008	clotting_plan	clot abnormality bleeding disorder history
1008	clotting_plan	clotting plan
1008	clotting_plan	clot plan
1008	clotting_plan	clotting
1008	clotting_plan	clot
1008	clotting_plan	clotting_plan
1008	clotting_plan	clotting history
1008	clotting_plan	clot history
1009	oncology_plan	oncology plan
1009	oncology_plan	oncologic
1009	oncology_plan	onc
1009	oncology_plan	oncology
1009	oncology_plan	oncology_plan
1010	cardiovascular_plan	cardio
1010	cardiovascular_plan	cv
1010	cardiovascular_plan	cardiorespiratory
1010	cardiovascular_plan	card
1010	cardiovascular_plan	cvs
1010	cardiovascular_plan	cv
1010	cardiovascular_plan	cardiovascular_plan
1010	cardiovascular_plan	cardiovascular plan
1010	cardiovascular_plan	heart
1010	cardiovascular_plan	cardiovascular
1010	cardiovascular_plan	cardiovascular exam
1010	cardiovascular_plan	cardiac
1010	cardiovascular_plan	cor
1011	thorax_plan	thorax
1011	thorax_plan	thorax plan
1011	thorax_plan	thorax_plan
1012	chest_plan	chest_plan
1012	chest_plan	chest
1012	chest_plan	chest plan
1013	back_plan	back plan
1013	back_plan	back_plan
1013	back_plan	back
1014	breast_plan	breast
1014	breast_plan	breast_plan
1014	breast_plan	chest/breasts
1014	breast_plan	chest breast
1014	breast_plan	breasts
1014	breast_plan	breast
1014	breast_plan	breast plan
1015	gastrointestinal_plan	gastrointestinal plan
1015	gastrointestinal_plan	gastrointestinal_plan
1015	gastrointestinal_plan	gastrointestinal
1015	gastrointestinal_plan	gi
1015	gastrointestinal_plan	abdomen (GI)
1015	gastrointestinal_plan	abdomen gi
1015	gastrointestinal_plan	gastro
1016	genitourinary_plan	genitourinary
1016	genitourinary_plan	genitourinary_plan
1016	genitourinary_plan	genitourinary exam
1016	genitourinary_plan	gu
1016	genitourinary_plan	genitala/rectal
1016	genitourinary_plan	genitala rectal
1016	genitourinary_plan	genitourinary plan
1016	genitourinary_plan	Review of Genitourinary Reproductive and Obstetrical Symptoms
1016	genitourinary_plan	review of genitourinary reproductive and obstetric symptom
1016	genitourinary_plan	review genitourinary reproductive obstetric symptom
1016	genitourinary_plan	genitalia
1016	genitourinary_plan	genito
1017	neuro_psych_plan	neuro psych plan
1017	neuro_psych_plan	neuropsychiatric examination
1017	neuro_psych_plan	neuropsychiatric
1017	neuro_psych_plan	neuro psych
1017	neuro_psych_plan	neuro_psych_plan
1018	psychiatric_plan	psychiatric_plan
1018	psychiatric_plan	psych
1018	psychiatric_plan	psychiatric
1018	psychiatric_plan	psychiatric plan
1019	headache_plan	headache
1019	headache_plan	headache_plan
1019	headache_plan	headache plan
1020	neurological_plan	neurological
1020	neurological_plan	neuro
1020	neurological_plan	neurological plan
1020	neurological_plan	neurologic
1020	neurological_plan	neurological_plan
1021	mental_status_plan	mental_status_plan
1021	mental_status_plan	mental status
1021	mental_status_plan	mental status exam
1021	mental_status_plan	mental status plan
1022	musculoskeletal_rheumatological_plan	musculoskeletal rheumatological
1022	musculoskeletal_rheumatological_plan	musculoskeletal_rheumatological_plan
1022	musculoskeletal_rheumatological_plan	musculoskeletal rheumatological plan
1022	musculoskeletal_rheumatological_plan	musculoskeletal/rheumatologic
1022	musculoskeletal_rheumatological_plan	musculoskeletal rheumatologic
1023	musculoskeletal_plan	musc/skel
1023	musculoskeletal_plan	musc skel
1023	musculoskeletal_plan	musculoskeletal_plan
1023	musculoskeletal_plan	musculoskeletal
1023	musculoskeletal_plan	skeletal
1023	musculoskeletal_plan	musculoskeletal plan
1023	musculoskeletal_plan	ortho
1023	musculoskeletal_plan	ms
1023	musculoskeletal_plan	musculoskeletal system
1023	musculoskeletal_plan	musc
1023	musculoskeletal_plan	orthopedic
1024	rheumatological_plan	rheumatological
1024	rheumatological_plan	rheumatological_plan
1024	rheumatological_plan	rheumatological plan
1024	rheumatological_plan	rheum
1025	joints_plan	joints_plan
1025	joints_plan	joints plan
1025	joints_plan	joint plan
1025	joints_plan	joints
1025	joints_plan	joint
1026	shoulders_plan	shoulders_plan
1026	shoulders_plan	shoulders
1026	shoulders_plan	shoulder
1026	shoulders_plan	shoulders plan
1026	shoulders_plan	shoulder plan
1027	elbows_plan	elbows
1027	elbows_plan	elbow
1027	elbows_plan	elbows_plan
1027	elbows_plan	elbows plan
1027	elbows_plan	elbow plan
1028	wrists_plan	wrists plan
1028	wrists_plan	wrist plan
1028	wrists_plan	wrists_plan
1028	wrists_plan	wrists
1028	wrists_plan	wrist
1029	hands_plan	hands_plan
1029	hands_plan	hands
1029	hands_plan	hand
1029	hands_plan	hands plan
1029	hands_plan	hand plan
1030	mcp_plan	mcp_plan
1030	mcp_plan	mcp plan
1030	mcp_plan	mcp
1031	pip_plan	pip_plan
1031	pip_plan	pip
1031	pip_plan	pip plan
1032	dip_plan	dip_plan
1032	dip_plan	dip plan
1032	dip_plan	dip
1033	hips_plan	hips_plan
1033	hips_plan	hips plan
1033	hips_plan	hip plan
1033	hips_plan	hips
1033	hips_plan	hip
1034	knees_plan	knees_plan
1034	knees_plan	knees
1034	knees_plan	knee
1034	knees_plan	knees plan
1034	knees_plan	knee plan
1035	ankles_plan	ankles
1035	ankles_plan	ankle
1035	ankles_plan	ankles plan
1035	ankles_plan	ankle plan
1035	ankles_plan	ankles_plan
1036	feet_plan	feet_plan
1036	feet_plan	feet
1036	feet_plan	foot
1036	feet_plan	feet plan
1036	feet_plan	foot plan
1037	cervical_spine_plan	cervical spine plan
1037	cervical_spine_plan	cervical_spine_plan
1037	cervical_spine_plan	C Spine
1037	cervical_spine_plan	c spine
1037	cervical_spine_plan	cervical spine
1038	thoracic_spine_plan	thoracic_spine_plan
1038	thoracic_spine_plan	thoracic spine plan
1038	thoracic_spine_plan	thoracic spine
1038	thoracic_spine_plan	T Spine
1038	thoracic_spine_plan	t spine
1039	lumbosacral_spine_plan	LS Spine
1039	lumbosacral_spine_plan	l spine
1039	lumbosacral_spine_plan	lumbosacral spine
1039	lumbosacral_spine_plan	lumbosacral_spine_plan
1039	lumbosacral_spine_plan	lumbosacral spine plan
1040	lumbar_spine_plan	lumbar spine plan
1040	lumbar_spine_plan	lumbar_spine_plan
1040	lumbar_spine_plan	lumbar spine
1041	sacrum_plan	sacrum plan
1041	sacrum_plan	sacrum
1041	sacrum_plan	sacrum_plan
1042	endocrine_metabolic_plan	endocrine/metabolic
1042	endocrine_metabolic_plan	endocrine metabolic
1042	endocrine_metabolic_plan	endocrine metabolic plan
1042	endocrine_metabolic_plan	endocrine_metabolic_plan
1042	endocrine_metabolic_plan	endocrine metabolic
1043	endocrine_plan	endocrine
1043	endocrine_plan	endo
1043	endocrine_plan	endocrine_plan
1043	endocrine_plan	endocrine plan
1044	metabolic_plan	metabolic plan
1044	metabolic_plan	metabolic
1044	metabolic_plan	metabolic_plan
1044	metabolic_plan	meta
1045	infectious_disease_plan	Review of Infectios Diseases History or Symptoms
1045	infectious_disease_plan	review of infectios disease history or symptom
1045	infectious_disease_plan	review infectios disease history symptom
1045	infectious_disease_plan	infectious disease
1045	infectious_disease_plan	ID
1045	infectious_disease_plan	id
1045	infectious_disease_plan	infectious
1045	infectious_disease_plan	infectious disease plan
1045	infectious_disease_plan	infectious_disease_plan
1046	congenital_plan	congenital
1046	congenital_plan	congenital_plan
1046	congenital_plan	congenital diseases
1046	congenital_plan	congenital disease
1046	congenital_plan	congenital plan
1047	pulmonary_plan	resp
1047	pulmonary_plan	pulmonary plan
1047	pulmonary_plan	respiratory status
1047	pulmonary_plan	chest/lungs
1047	pulmonary_plan	chest lung
1047	pulmonary_plan	respiratory
1047	pulmonary_plan	pulmonary_plan
1047	pulmonary_plan	pulm
1047	pulmonary_plan	pulmonary
1047	pulmonary_plan	respiratory/cardiovascular
1047	pulmonary_plan	respiratory cardiovascular
1047	pulmonary_plan	lungs
1047	pulmonary_plan	lung
1047	pulmonary_plan	breathing status
1047	pulmonary_plan	breathe status
1048	immunologic_plan	immunological
1048	immunologic_plan	immun
1048	immunologic_plan	immunology
1048	immunologic_plan	immunologic
1048	immunologic_plan	immunologic plan
1048	immunologic_plan	allergic & immunologic
1048	immunologic_plan	allergic immunologic
1048	immunologic_plan	immunologic_plan
1049	extremity_plan	extremeties
1049	extremity_plan	extremity plan
1049	extremity_plan	ext
1049	extremity_plan	extr
1049	extremity_plan	extremity
1049	extremity_plan	extremity_plan
1049	extremity_plan	extremities
1049	extremity_plan	extremity
1050	upper_extremity_plan	arms
1050	upper_extremity_plan	arm
1050	upper_extremity_plan	arm
1050	upper_extremity_plan	upper extremity plan
1050	upper_extremity_plan	upper extremities
1050	upper_extremity_plan	upper extremity
1050	upper_extremity_plan	UE
1050	upper_extremity_plan	ue
1050	upper_extremity_plan	upper extremity
1050	upper_extremity_plan	upper_extremity_plan
1051	forearm_plan	lower arm
1051	forearm_plan	forearm_plan
1051	forearm_plan	forearm plan
1051	forearm_plan	forearm
1052	upperarm_plan	upperarm plan
1052	upperarm_plan	upper arm
1052	upperarm_plan	upperarm
1052	upperarm_plan	upperarm_plan
1053	lower_extremity_plan	lower_extremity_plan
1053	lower_extremity_plan	LE
1053	lower_extremity_plan	le
1053	lower_extremity_plan	legs
1053	lower_extremity_plan	leg
1053	lower_extremity_plan	leg
1053	lower_extremity_plan	lower extremities
1053	lower_extremity_plan	lower extremity
1053	lower_extremity_plan	lower extremity plan
1053	lower_extremity_plan	lower extremity
1054	thigh_plan	thigh
1054	thigh_plan	thigh plan
1054	thigh_plan	thigh_plan
1055	lowerleg_plan	lower leg exam
1055	lowerleg_plan	lowerleg
1055	lowerleg_plan	lower leg
1055	lowerleg_plan	lowerleg_plan
1055	lowerleg_plan	lowerleg plan
1056	foot_plan	foot
1056	foot_plan	foot plan
1056	foot_plan	foot_plan
1056	foot_plan	feet
1056	foot_plan	foot
1057	toe_plan	toe plan
1057	toe_plan	toe_plan
1057	toe_plan	toes
1057	toe_plan	toe
1057	toe_plan	toe
1058	toenail_plan	toenail
